,Poster,Time,T2,Title,Author,ID,Date,Session
849,17,14:40,2:40,Flow Contrastive Estimation of Energy-Based Models,"Ruiqi Gao, Erik Nijkamp, Diederik P. Kingma, Zhen Xu, Andrew M. Dai, Ying Nian Wu",10609,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3B — Image and Video Synthesis (2); Neural Generative Models
854,18,14:00,2:00,Hardware-in-the-Loop End-to-End Optimization of Camera Image Processing Pipelines,"Ali Mosleh, Avinash Sharma, Emmanuel Onzon, Fahim Mannan, Nicolas Robidoux, Felix Heide",1606,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
855,19,14:05,2:05,Search to Distill: Pearls Are Everywhere but Not the Eyes,"Yu Liu, Xuhui Jia, Mingxing Tan, Raviteja Vemulapalli, Yukun Zhu, Bradley Green, Xiaogang Wang",800,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
856,20,14:10,2:10,Total Deep Variation for Linear Inverse Problems,"Erich Kobler, Alexander Effland, Karl Kunisch, Thomas Pock",4609,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
857,21,14:15,2:15,Relative Interior Rule in Block-Coordinate Descent,"Tomáš Werner, Daniel Průša, Tomáš Dlask",10084,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
858,22,14:20,2:20,Learning Combinatorial Solver for Graph Matching,"Tao Wang, He Liu, Yidong Li, Yi Jin, Xiaohui Hou, Haibin Ling",2643,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
859,23,14:25,2:25,SampleNet: Differentiable Point Cloud Sampling,"Itai Lang, Asaf Manor, Shai Avidan",6545,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
860,24,14:30,2:30,Can We Learn Heuristics for Graphical Model Inference Using Reinforcement Learning?,"Safa Messaoud, Maghav Kumar, Alexander G. Schwing",9158,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
861,25,14:35,2:35,Quasi-Newton Solver for Robust Non-Rigid Registration,"Yuxin Yao, Bailin Deng, Weiwei Xu, Juyong Zhang",5011,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
862,26,14:40,2:40,Rethinking Class-Balanced Methods for Long-Tailed Visual Recognition From a Domain Adaptation Perspective,"Muhammad Abdullah Jamal, Matthew Brown, Ming-Hsuan Yang, Liqiang Wang, Boqing Gong",8760,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
863,27,14:45,2:45,Optimizing Rank-Based Metrics With Blackbox Differentiation,"Michal Rolínek, Vít Musil, Anselm Paulus, Marin Vlastelica, Claudio Michaelis, Georg Martius",6152,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400",Session: Oral 2.3C — Optimization and Learning Methods
868,28,14:00,2:00,DualSDF: Semantic Shape Manipulation Using a Two-Level Representation,"Zekun Hao, Hadar Averbuch-Elor, Noah Snavely, Serge Belongie",418,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
869,29,14:00,2:00,Dynamic Hierarchical Mimicking Towards Consistent Optimization Objectives,"Duo Li, Qifeng Chen",736,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
870,30,14:00,2:00,Deep Homography Estimation for Dynamic Scenes,"Hoang Le, Feng Liu, Shu Zhang, Aseem Agarwala",892,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
871,31,14:00,2:00,PF-Net: Point Fractal Network for 3D Point Cloud Completion,"Zitian Huang, Yikuan Yu, Jiawen Xu, Feng Ni, Xinyi Le",960,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
872,32,14:00,2:00,On the Regularization Properties of Structured Dropout,"Ambar Pal, Connor Lane, René Vidal, Benjamin D. Haeffele",1721,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
873,33,14:00,2:00,Learning Oracle Attention for High-Fidelity Face Completion,"Tong Zhou, Changxing Ding, Shaowen Lin, Xinchao Wang, Dacheng Tao",1728,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
874,34,14:00,2:00,Deep Image Spatial Transformation for Person Image Generation,"Yurui Ren, Xiaoming Yu, Junming Chen, Thomas H. Li, Ge Li",1791,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
875,35,14:00,2:00,Learning to Optimize on SPD Manifolds,"Zhi Gao, Yuwei Wu, Yunde Jia, Mehrtash Harandi",1888,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
876,36,14:00,2:00,Deep 3D Portrait From a Single Image,"Sicheng Xu, Jiaolong Yang, Dong Chen, Fang Wen, Yu Deng, Yunde Jia, Xin Tong",1978,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
877,37,14:00,2:00,RDCFace: Radial Distortion Correction for Face Recognition,"He Zhao, Xianghua Ying, Yongjie Shi, Xin Tong, Jingsi Wen, Hongbin Zha",2081,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
878,38,14:00,2:00,Global-Local GCN: Large-Scale Label Noise Cleansing for Face Recognition,"Yaobin Zhang, Weihong Deng, Mei Wang, Jiani Hu, Xian Li, Dongyue Zhao, Dongchao Wen",2189,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
879,39,14:00,2:00,MISC: Multi-Condition Injection and Spatially-Adaptive Compositing for Conditional Person Image Synthesis,"Shuchen Weng, Wenbo Li, Dawei Li, Hongxia Jin, Boxin Shi",2385,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
880,40,14:00,2:00,SAINT: Spatially Aware Interpolation NeTwork for Medical Slice Synthesis,"Cheng Peng, Wei-An Lin, Haofu Liao, Rama Chellappa, S. Kevin Zhou",2512,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
881,41,14:00,2:00,Recurrent Feature Reasoning for Image Inpainting,"Jingyuan Li, Ning Wang, Lefei Zhang, Bo Du, Dacheng Tao",2846,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
882,42,14:00,2:00,Structure-Preserving Super Resolution With Gradient Guidance,"Cheng Ma, Yongming Rao, Yean Cheng, Ce Chen, Jiwen Lu, Jie Zhou",2888,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
883,43,14:00,2:00,Epipolar Transformers,"Yihui He, Rui Yan, Katerina Fragkiadaki, Shoou-I Yu",2966,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
884,44,14:00,2:00,Diversified Arbitrary Style Transfer via Deep Feature Perturbation,"Zhizhong Wang, Lei Zhao, Haibo Chen, Lihong Qiu, Qihang Mo, Sihuan Lin, Wei Xing, Dongming Lu",4244,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
885,45,14:00,2:00,MSG-GAN: Multi-Scale Gradients for Generative Adversarial Networks,"Animesh Karnewar, Oliver Wang",4679,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
886,46,14:00,2:00,Overcoming Multi-Model Forgetting in One-Shot NAS With Diversity Maximization,"Miao Zhang, Huiqi Li, Shirui Pan, Xiaojun Chang, Steven Su",4686,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
887,47,14:00,2:00,Select to Better Learn: Fast and Accurate Deep Learning Using Data Selection From Nonlinear Manifolds,"Mohsen Joneidi, Saeed Vahidian, Ashkan Esmaeili, Weijia Wang, Nazanin Rahnavard, Bill Lin, Mubarak Shah",4942,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
888,48,14:00,2:00,Neural Point Cloud Rendering via Multi-Plane Projection,"Peng Dai, Yinda Zhang, Zhuwen Li, Shuaicheng Liu, Bing Zeng",4988,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
889,49,14:00,2:00,Wish You Were Here: Context-Aware Human Generation,"Oran Gafni, Lior Wolf",5070,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
890,50,14:00,2:00,Towards Photo-Realistic Virtual Try-On by Adaptively Generating↔Preserving Image Content,"Han Yang, Ruimao Zhang, Xiaobao Guo, Wei Liu, Wangmeng Zuo, Ping Luo",5162,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
891,51,14:00,2:00,Breaking the Cycle – Colleagues Are All You Need,"Ori Nizan, Ayellet Tal",5192,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
892,52,14:00,2:00,Local Class-Specific and Global Image-Level Generative Adversarial Networks for Semantic-Guided Scene Generation,"Hao Tang, Dan Xu, Yan Yan, Philip H.S. Torr, Nicu Sebe",5211,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
893,53,14:00,2:00,ManiGAN: Text-Guided Image Manipulation,"Bowen Li, Xiaojuan Qi, Thomas Lukasiewicz, Philip H.S. Torr",5263,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
894,54,14:00,2:00,Watch Your Up-Convolution: CNN Based Generative Deep Neural Networks Are Failing to Reproduce Spectral Distributions,"Ricard Durall, Margret Keuper, Janis Keuper",5427,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
895,55,14:00,2:00,Belief Propagation Reloaded: Learning BP-Layers for Labeling Problems,"Patrick Knöbelreiter, Christian Sormann, Alexander Shekhovtsov, Friedrich Fraundorfer, Thomas Pock",5455,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
896,56,14:00,2:00,Barycenters of Natural Images ­ Constrained Wasserstein Barycenters for Image Morphing,"Dror Simon, Aviad Aberdam",5559,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
897,57,14:00,2:00,Guided Variational Autoencoder for Disentanglement Learning,"Zheng Ding, Yifan Xu, Weijian Xu, Gaurav Parmar, Yang Yang, Max Welling, Zhuowen Tu",5596,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
898,58,14:00,2:00,Cross-Spectral Face Hallucination via Disentangling Independent Factors,"Boyan Duan, Chaoyou Fu, Yi Li, Xingguang Song, Ran He",5700,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
899,59,14:00,2:00,Learned Image Compression With Discretized Gaussian Mixture Likelihoods and Attention Modules,"Zhengxue Cheng, Heming Sun, Masaru Takeuchi, Jiro Katto",5734,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
900,60,14:00,2:00,C-Flow: Conditional Generative Flow Models for Images and 3D Point Clouds,"Albert Pumarola, Stefan Popov, Francesc Moreno-Noguer, Vittorio Ferrari",5757,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
901,61,14:00,2:00,Cogradient Descent for Bilinear Optimization,"Li'an Zhuo, Baochang Zhang, Linlin Yang, Hanlin Chen, Qixiang Ye, David Doermann, Rongrong Ji, Guodong Guo",5767,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
902,62,14:00,2:00,Instance-Aware Image Colorization,"Jheng-Wei Su, Hung-Kuo Chu, Jia-Bin Huang",5819,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
903,63,14:00,2:00,Joint Training of Variational Auto-Encoder and Latent Energy-Based Model,"Tian Han, Erik Nijkamp, Linqi Zhou, Bo Pang, Song-Chun Zhu, Ying Nian Wu",5829,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
904,64,14:00,2:00,Adaptive Loss-Aware Quantization for Multi-Bit Networks,"Zhongnan Qu, Zimu Zhou, Yun Cheng, Lothar Thiele",6067,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
905,65,14:00,2:00,ScopeFlow: Dynamic Scene Scoping for Optical Flow,"Aviram Bar-Haim, Lior Wolf",6069,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
906,66,14:00,2:00,Video Super-Resolution With Temporal Group Attention,"Takashi Isobe, Songjiang Li, Xu Jia, Shanxin Yuan, Gregory Slabaugh, Chunjing Xu, Ya-Li Li, Shengjin Wang, Qi Tian",6096,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
907,67,14:00,2:00,Group Sparsity: The Hinge Between Filter Pruning and Decomposition for Network Compression,"Yawei Li, Shuhang Gu, Christoph Mayer, Luc Van Gool, Radu Timofte",6101,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
908,68,14:00,2:00,3D Photography Using Context-Aware Layered Depth Inpainting,"Meng-Li Shih, Shih-Yang Su, Johannes Kopf, Jia-Bin Huang",6222,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
909,69,14:00,2:00,MixNMatch: Multifactor Disentanglement and Encoding for Conditional Image Generation,"Yuheng Li, Krishna Kumar Singh, Utkarsh Ojha, Yong Jae Lee",6260,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
910,70,14:00,2:00,Low-Rank Compression of Neural Nets: Learning the Rank of Each Layer,"Yerlan Idelbayev, Miguel Á. Carreira-Perpiñán",6447,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
911,71,14:00,2:00,Global Texture Enhancement for Fake Face Detection in the Wild,"Zhengzhe Liu, Xiaojuan Qi, Philip H.S. Torr",6546,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
912,72,14:00,2:00,Panoptic-Based Image Synthesis,"Aysegul Dundar, Karan Sapra, Guilin Liu, Andrew Tao, Bryan Catanzaro",6560,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
913,73,14:00,2:00,Lighthouse: Predicting Lighting Volumes for Spatially-Coherent Illumination,"Pratul P. Srinivasan, Ben Mildenhall, Matthew Tancik, Jonathan T. Barron, Richard Tucker, Noah Snavely",6586,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
914,74,14:00,2:00,Learning to Cartoonize Using White-Box Cartoon Representations,"Xinrui Wang, Jinze Yu",6791,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
915,75,14:00,2:00,End-to-End Learnable Geometric Vision by Backpropagating PnP Optimization,"Bo Chen, Álvaro Parra, Jiewei Cao, Nan Li, Tat-Jun Chin",6840,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
916,76,14:00,2:00,Analyzing and Improving the Image Quality of StyleGAN,"Tero Karras, Samuli Laine, Miika Aittala, Janne Hellsten, Jaakko Lehtinen, Timo Aila",6869,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
917,77,14:00,2:00,Fashion Editing With Adversarial Parsing Learning,"Haoye Dong, Xiaodan Liang, Yixuan Zhang, Xujie Zhang, Xiaohui Shen, Zhenyu Xie, Bowen Wu, Jian Yin",6890,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
918,78,14:00,2:00,Augment Your Batch: Improving Generalization Through Instance Repetition,"Elad Hoffer, Tal Ben-Nun, Itay Hubara, Niv Giladi, Torsten Hoefler, Daniel Soudry",6898,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
919,79,14:00,2:00,ARShadowGAN: Shadow Generative Adversarial Network for Augmented Reality in Single Light Scenes,"Daquan Liu, Chengjiang Long, Hongpan Zhang, Hanning Yu, Xinzhi Dong, Chunxia Xiao",6919,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
920,80,14:00,2:00,An End-to-End Edge Aggregation Network for Moving Object Segmentation,"Prashant W. Patil, Kuldeep M. Biradar, Akshay Dudhane, Subrahmanyam Murala",6929,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
921,81,14:00,2:00,Learning Video Stabilization Using Optical Flow,"Jiyang Yu, Ravi Ramamoorthi",7027,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
922,82,14:00,2:00,Reusing Discriminators for Encoding: Towards Unsupervised Image-to-Image Translation,"Runfa Chen, Wenbing Huang, Binghui Huang, Fuchun Sun, Bin Fang",7098,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
923,83,14:00,2:00,Robust Design of Deep Neural Networks Against Adversarial Attacks Based on Lyapunov Theory,"Arash Rahnama, Andre T. Nguyen, Edward Raff",7141,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
924,84,14:00,2:00,StarGAN v2: Diverse Image Synthesis for Multiple Domains,"Yunjey Choi, Youngjung Uh, Jaejun Yoo, Jung-Woo Ha",7261,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
925,85,14:00,2:00,Warping Residual Based Image Stitching for Large Parallax,"Kyu-Yul Lee, Jae-Young Sim",7307,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
926,86,14:00,2:00,A U-Net Based Discriminator for Generative Adversarial Networks,"Edgar Schönfeld, Bernt Schiele, Anna Khoreva",7361,"Date: Wednesday, June 17 & Thursday, June 18 2020 Q&A Time: 1400–1600 and 0200–0400","Session: Poster 2.3 — Face, Gesture, and Body Pose; Motion and Tracking; Image and Video Synthesis; Nearal Generative Models; Optimization and Learning Methods"
